"Name","Full Name","OID","Type","Access","Indexes","MIB Module","Description"
"uaxtePaSystemFaultAcMains",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemFaults.uaxtePaSystemFaultAcMains",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.1.1","INTEGER","read-only","","GATESAIR-UAXTE-MIB","AC Main Fault of the entire power amplifier System"
"uaxtePaSystemFaultRs485Communication",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemFaults.uaxtePaSystemFaultRs485Communication",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.1.2","INTEGER","read-only","","GATESAIR-UAXTE-MIB","RS485 communication fault to the entire power amplifier system"
"uaxtePaSystemSummary",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemFaults.uaxtePaSystemSummary",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.1.3","INTEGER","read-only","","GATESAIR-UAXTE-MIB","Power amplifier system summary fault"
"uaxtePaSystemConfig",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemConfig",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxtePaSystemNumberOfCabinets",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemConfig.uaxtePaSystemNumberOfCabinets",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.2.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Number of Cabinets in this system"
"uaxtePaSystemNumberOfIPAsPerCabinet",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemConfig.uaxtePaSystemNumberOfIPAsPerCabinet",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.2.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Number of IPAs in each cabinet"
"uaxtePaSystemNumberOfPAsPerCabinet",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemConfig.uaxtePaSystemNumberOfPAsPerCabinet",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.2.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Number of Power amplifiers in each cabinet"
"uaxtePaSystemNumberOfPalletsPerPAs",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaSystem.uaxtePaSystemConfig.uaxtePaSystemNumberOfPalletsPerPAs",".1.3.6.1.4.1.43768.3.1.1.3.2.6.1.2.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description."
"uaxtePaCab",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2",,,"","GATESAIR-UAXTE-MIB",""
"uaxtePaCabTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1","SEQUENCE OF UaxtePaCabEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxtePaCabEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1","UaxtePaCabEntry","not-accessible","uaxteCabIndex","GATESAIR-UAXTE-MIB","Description."
"uaxteCabIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry.uaxteCabIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Cabinet index in the system MAX is 8 but changes based system configuration"
"uaxteCabFaultAcMain",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry.uaxteCabFaultAcMain",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1.2","INTEGER","read-only","","GATESAIR-UAXTE-MIB","1=the AC Mains is lost to entire cabinet"
"uaxteCabFaultPaRs485Communication",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry.uaxteCabFaultPaRs485Communication",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1.3","INTEGER","read-only","","GATESAIR-UAXTE-MIB","1=no communications to the PAs in this cabinet"
"uaxteCabFaultRs485Communication",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry.uaxteCabFaultRs485Communication",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1.4","INTEGER","read-only","","GATESAIR-UAXTE-MIB","1=no communications to all PAs and/or IPA in this cabinet"
"uaxteCabFaultSummary",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaCab.uaxtePaCabTable.uaxtePaCabEntry.uaxteCabFaultSummary",".1.3.6.1.4.1.43768.3.1.1.3.2.6.2.1.1.5","INTEGER","read-only","","GATESAIR-UAXTE-MIB","0 =No communication to PAs to get data. 1 =PA is reporting a fault thru the RS485 communication. 2 =All PA report fine. ."
"uaxtePa",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3",,,"","GATESAIR-UAXTE-MIB",""
"uaxtePaTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1","SEQUENCE OF UaxtePaEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxtePaEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1","UaxtePaEntry","not-accessible","uaxtePaCabIndex, uaxtePaIndex","GATESAIR-UAXTE-MIB","NOTE: Number of Cabinets in the system, MAX is 8 but changes based system configuration Number of PAs per Cabinet MAX is 12 but changes based system configuration"
"uaxtePaCabIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaCabIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Cabinet index in the system MAX is 8 but changes based system configuration"
"uaxtePaIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Power Amplifier index in the cabinet MAX is 12 but changes based system configuration"
"uaxtePaOpMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaOpMode",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","On/Off status of the Pa Module"
"uaxtePaFwdPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaFwdPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","take reading and multiple by 0.1 for watts"
"uaxtePaRfldPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaRfldPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.5","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","take reading and multiple by 0.1 for watts"
"uaxtePaVolts",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaVolts",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.6","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","take reading and multiple by 0.01 for volts"
"uaxtePaTemperature",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaTemperature",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.7","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","take reading and multiple by 0.1 for degree C"
"uaxtePaPreAmpCurent",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPreAmpCurent",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.8","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","not used on some power amplifiers."
"uaxtePaPallet1Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet1Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.9","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","not used on 2 pallet power amplifiers. "
"uaxtePaPallet2Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet2Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.10","INTEGER32","read-write","","GATESAIR-UAXTE-MIB","not used on 1 pallet power amplifiers "
"uaxtePaPallet3Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet3Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.11","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description"
"uaxtePaPallet4Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet4Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.12","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 4 or more pallet power amplifiers "
"uaxtePaPallet5Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet5Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.13","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 5 or more pallet power amplifiers "
"uaxtePaPallet6Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet6Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.14","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 6 or more pallet power amplifiers "
"uaxtePaPallet7Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet7Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.15","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 7 or more pallet power amplifiers "
"uaxtePaPallet8Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaPallet8Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.16","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 8 pallet power amplifiers "
"uaxtePaFaultAcMain",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaFaultAcMain",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.17","INTEGER","read-only","","GATESAIR-UAXTE-MIB","AC Main fault of the Pa Module"
"uaxtePaFaultsRs485Communication",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePa.uaxtePaTable.uaxtePaEntry.uaxtePaFaultsRs485Communication",".1.3.6.1.4.1.43768.3.1.1.3.2.6.3.1.1.18","INTEGER","read-only","","GATESAIR-UAXTE-MIB","RS485 communication to the Pa Module"
"uaxteIpa",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4",,,"","GATESAIR-UAXTE-MIB",""
"uaxteIpaTable",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1","SEQUENCE OF UaxteIpaEntry","not-accessible","","GATESAIR-UAXTE-MIB","Description."
"uaxteIpaEntry",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1","UaxteIpaEntry","not-accessible","uaxteIpaCabIndex, uaxteIpaIndex","GATESAIR-UAXTE-MIB","Number of Cabinets in the system, MAX is 8 but changes based system configuration Number of IPAs per Cabinet MAX is 2 but changes based system configuration"
"uaxteIpaCabIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaCabIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Cabinet index in the system MAX is 8 but changes based system configuration"
"uaxteIpaIndex",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaIndex",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","IPA Index within the cabinet"
"uaxteIpaOpMode",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaOpMode",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.3","INTEGER","read-only","","GATESAIR-UAXTE-MIB","On/Off status of the Pa Module"
"uaxteIpaFwdPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaFwdPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Forward power of IPA in milliwatts"
"uaxteIpaRfldPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaRfldPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.5","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Reflected power of IPA in milliwatts"
"uaxteIpaVolts",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaVolts",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.6","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","DC Volts of IPA in millivolts"
"uaxteIpaTemperature",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaTemperature",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.7","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","take reading and multiple by 0.1 for degree C"
"uaxteIpaPreAmpCurrent",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPreAmpCurrent",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.8","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","not used on some power amplifiers. "
"uaxteIpaPallet1Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet1Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.9","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","not used on 2 pallet power amplifiers "
"uaxteIpaPallet2Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet2Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.10","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","not used on 1 pallet power amplifiers "
"uaxteIpaPallet3Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet3Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.11","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Description"
"uaxteIpaPallet4Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet4Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.12","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 4 or more pallet power amplifiers "
"uaxteIpaPallet5Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet5Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.13","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 5 or more pallet power amplifiers "
"uaxteIpaPallet6Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet6Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.14","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 6 or more pallet power amplifiers "
"uaxteIpaPallet7Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet7Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.15","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 7 or more pallet power amplifiers "
"uaxteIpaPallet8Current",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaPallet8Current",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.16","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","only used on 8 pallet power amplifiers "
"uaxteIpaFaultAcMain",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaFaultAcMain",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.17","INTEGER","read-only","","GATESAIR-UAXTE-MIB","AC Main fault of the IPa Module"
"uaxteIpaFaultsRs485Communication",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxteIpa.uaxteIpaTable.uaxteIpaEntry.uaxteIpaFaultsRs485Communication",".1.3.6.1.4.1.43768.3.1.1.3.2.6.4.1.1.18","INTEGER","read-only","","GATESAIR-UAXTE-MIB","RS485 communication to the IPa Module"
"uaxtePaDriver",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5",,,"","GATESAIR-UAXTE-MIB",""
"uaxteDriverFwdPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverFwdPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.1","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Forward power of the internal driver."
"uaxteDriverRfldPwr",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverRfldPwr",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.2","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Reflected power of the internal driver"
"uaxteDriverInputRms",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverInputRms",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.3","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Input power to the internal driver."
"uaxteDriverCurrent",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverCurrent",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.4","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Current reading of the internal driver"
"uaxteDriverTemperature",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverTemperature",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.5","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Temperature reading of the internal driver"
"uaxteDriverVoltage",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxtePwrAmps.uaxtePaDriver.uaxteDriverVoltage",".1.3.6.1.4.1.43768.3.1.1.3.2.6.5.6","INTEGER32","read-only","","GATESAIR-UAXTE-MIB","Voltage reading of the internal driver"
"uaxteOutput",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput",".1.3.6.1.4.1.43768.3.1.1.3.2.7",,,"","GATESAIR-UAXTE-MIB",""
"uaxteOutputMeters",".iso.org.dod.internet.private.enterprises.gatesAir.gatesAirProducts.transmissionProducts.transmitters.uaxteBaseMib.uaxteObjects.uaxteOutput.uaxteOutputMeters",".1.3.6.1.4.1.43768.3.1.1.3.2.7.1",,,"","GATESAIR-UAXTE-MIB",""
